Fecha,APP ID,Game Name,Device,Total Registered Members,Total Verified Members,Newly Registered Members,Newly Verified Members,Newly Unregistered Members,Descargas,DAU,ARPDAU,Charged UU,Oro_Gastado,ARPU,ARPPU,Complimentary Gold Spent,Ingresos_USD,Oro_Gastado_USD,Juego
2022-11-18,50784,Eros Fantasy,TOTAL,273123,112099,364,110,0,69,3511,5.01,11,17598,0.06,1599.82,0,175.98,175.98,Proyecto Aurora
2022-11-19,50784,Eros Fantasy,TOTAL,273423,112204,301,105,1,47,3386,6.16,10,20847,0.08,2084.7,0,208.47,208.47,Proyecto Aurora
2022-11-20,50784,Eros Fantasy,TOTAL,273672,112305,249,101,0,49,3370,3.17,7,10699,0.04,1528.43,0,106.99,106.99,Proyecto Aurora
2022-11-21,50784,Eros Fantasy,TOTAL,273909,112395,237,90,0,47,3373,6.4,12,21596,0.08,1799.67,0,215.96,215.96,Proyecto Aurora
2022-11-22,50784,Eros Fantasy,TOTAL,274150,112487,242,92,1,35,3304,9.44,11,31195,0.11,2835.91,0,311.95,311.95,Proyecto Aurora
2022-11-23,50784,Eros Fantasy,TOTAL,274419,112598,269,111,0,57,3440,35.12,58,120798,0.44,2082.72,0,1207.98,1207.98,Proyecto Aurora
2022-11-24,50784,Eros Fantasy,TOTAL,274862,112762,443,164,0,81,3649,41.2,49,150343,0.55,3068.22,0,1503.43,1503.43,Proyecto Aurora
2022-11-25,50784,Eros Fantasy,TOTAL,275257,112907,395,145,0,133,3721,44.91,48,167120,0.61,3481.67,0,1671.2,1671.2,Proyecto Aurora
2022-11-26,50784,Eros Fantasy,TOTAL,275769,113097,512,190,0,123,3841,21.01,26,80690,0.29,3103.46,0,806.9,806.9,Proyecto Aurora
2022-11-27,50784,Eros Fantasy,TOTAL,276254,113253,485,156,0,83,4001,12.46,28,49840,0.18,1780.0,0,498.4,498.4,Proyecto Aurora
2022-11-28,50784,Eros Fantasy,TOTAL,276620,113398,367,145,1,69,3884,30.34,19,117837,0.43,6201.95,0,1178.37,1178.37,Proyecto Aurora
2022-11-29,50784,Eros Fantasy,TOTAL,277111,113566,491,168,0,95,4060,20.72,26,84128,0.3,3235.69,0,841.28,841.28,Proyecto Aurora
2022-11-30,50784,Eros Fantasy,TOTAL,277463,113710,352,144,0,50,3892,20.86,33,81186,0.29,2460.18,0,811.86,811.86,Proyecto Aurora
2022-12-01,50784,Eros Fantasy,TOTAL,277770,113834,307,124,0,58,3778,12.49,27,47192,0.17,1747.85,0,471.92,471.92,Proyecto Aurora
2022-12-02,50784,Eros Fantasy,TOTAL,278038,113946,268,112,0,47,3770,38.58,29,145431,0.52,5014.86,0,1454.31,1454.31,Proyecto Aurora
2022-12-03,50784,Eros Fantasy,TOTAL,278407,114087,369,141,0,67,3894,53.87,116,209751,0.75,1808.2,0,2097.51,2097.51,Proyecto Aurora
2022-12-04,50784,Eros Fantasy,TOTAL,278768,114235,361,148,0,54,3909,43.39,70,169611,0.61,2423.01,0,1696.11,1696.11,Proyecto Aurora
2022-12-05,50784,Eros Fantasy,TOTAL,279134,114381,366,146,0,71,3889,11.17,17,43455,0.16,2556.18,0,434.55,434.55,Proyecto Aurora
2022-12-06,50784,Eros Fantasy,TOTAL,279386,114477,253,96,1,50,3607,24.09,38,86909,0.31,2287.08,0,869.09,869.09,Proyecto Aurora
2022-12-07,50784,Eros Fantasy,TOTAL,279644,114578,258,101,0,50,3578,9.11,14,32582,0.12,2327.29,0,325.82,325.82,Proyecto Aurora
2022-12-08,50784,Eros Fantasy,TOTAL,279906,114675,262,97,0,59,3553,9.09,15,32292,0.12,2152.8,0,322.92,322.92,Proyecto Aurora
2022-12-09,50784,Eros Fantasy,TOTAL,280227,114784,321,109,0,50,3673,55.36,69,203344,0.73,2947.01,0,2033.44,2033.44,Proyecto Aurora
2022-12-10,50784,Eros Fantasy,TOTAL,280797,115037,570,253,0,78,3883,35.67,42,138492,0.49,3297.43,0,1384.92,1384.92,Proyecto Aurora
2022-12-11,50784,Eros Fantasy,TOTAL,281123,115169,326,132,0,41,3712,13.63,22,50598,0.18,2299.91,0,505.98,505.98,Proyecto Aurora
2022-12-12,50784,Eros Fantasy,TOTAL,281572,115317,449,148,0,81,3824,15.1,23,57750,0.21,2510.87,0,577.5,577.5,Proyecto Aurora
2022-12-13,50784,Eros Fantasy,TOTAL,282115,115478,543,161,0,57,3954,9.98,12,39450,0.14,3287.5,0,394.5,394.5,Proyecto Aurora
2022-12-14,50784,Eros Fantasy,TOTAL,282439,115597,324,119,0,48,3688,12.66,21,46699,0.17,2223.76,0,466.99,466.99,Proyecto Aurora
2022-12-15,50784,Eros Fantasy,TOTAL,282748,115715,309,118,0,82,3622,8.92,14,32300,0.11,2307.14,0,323.0,323.0,Proyecto Aurora
2022-12-16,50784,Eros Fantasy,TOTAL,283024,115815,276,100,0,93,3533,43.22,41,152704,0.54,3724.49,0,1527.04,1527.04,Proyecto Aurora
2022-12-17,50784,Eros Fantasy,TOTAL,283455,115964,432,149,1,65,3657,51.13,38,186973,0.66,4920.34,0,1869.73,1869.73,Proyecto Aurora
2022-12-18,50784,Eros Fantasy,TOTAL,283907,116125,452,161,0,69,3741,20.54,25,76837,0.27,3073.48,0,768.37,768.37,Proyecto Aurora
2022-12-19,50784,Eros Fantasy,TOTAL,284247,116251,340,126,0,51,3737,22.45,24,83887,0.3,3495.29,0,838.87,838.87,Proyecto Aurora
2022-12-20,50784,Eros Fantasy,TOTAL,284571,116373,324,122,0,72,3711,21.08,22,78241,0.28,3556.41,0,782.41,782.41,Proyecto Aurora
2022-12-21,50784,Eros Fantasy,TOTAL,284855,116489,284,116,0,42,3650,22.22,21,81094,0.28,3861.62,0,810.94,810.94,Proyecto Aurora
2022-12-22,50784,Eros Fantasy,TOTAL,285114,116588,259,99,0,40,3584,10.93,21,39188,0.14,1866.1,0,391.88,391.88,Proyecto Aurora
2022-12-23,50784,Eros Fantasy,TOTAL,285364,116682,250,94,0,97,3579,17.82,36,63786,0.22,1771.83,0,637.86,637.86,Proyecto Aurora
2022-12-24,50784,Eros Fantasy,TOTAL,285704,116806,340,124,0,74,3515,45.75,20,160826,0.56,8041.3,0,1608.26,1608.26,Proyecto Aurora
2022-12-25,50784,Eros Fantasy,TOTAL,286044,116919,340,113,0,51,3500,4.37,11,15297,0.05,1390.64,0,152.97,152.97,Proyecto Aurora
2022-12-26,50784,Eros Fantasy,TOTAL,286330,117032,286,113,0,53,3570,21.05,21,75143,0.26,3578.24,0,751.43,751.43,Proyecto Aurora
2022-12-27,50784,Eros Fantasy,TOTAL,286684,117168,354,136,0,75,3626,12.77,17,46288,0.16,2722.82,0,462.88,462.88,Proyecto Aurora
2022-12-28,50784,Eros Fantasy,TOTAL,286962,117281,278,113,0,55,3599,15.95,17,57393,0.2,3376.06,0,573.93,573.93,Proyecto Aurora
2022-12-29,50784,Eros Fantasy,TOTAL,287223,117375,261,94,0,53,3610,21.28,23,76832,0.27,3340.52,0,768.32,768.32,Proyecto Aurora
2022-12-30,50784,Eros Fantasy,TOTAL,287483,117460,260,85,0,53,3524,6.95,15,24487,0.09,1632.47,0,244.87,244.87,Proyecto Aurora
2022-12-31,50784,Eros Fantasy,TOTAL,287668,117534,185,74,0,35,3263,11.38,17,37140,0.13,2184.71,0,371.4,371.4,Proyecto Aurora
2023-01-01,50784,Eros Fantasy,TOTAL,287881,117624,213,90,0,63,3395,5.58,6,18946,0.07,3157.67,0,189.46,189.46,Proyecto Aurora
2023-01-02,50784,Eros Fantasy,TOTAL,287956,117656,75,32,0,17,3459,6.7,10,23192,0.08,2319.2,0,231.92,231.92,Proyecto Aurora
2023-01-03,50784,Eros Fantasy,TOTAL,287956,117656,0,0,0,0,3419,0.0,0,0,0.0,0.0,0,0.0,0.0,Proyecto Aurora
2023-01-04,50784,Eros Fantasy,TOTAL,287956,117656,0,0,0,0,3323,0.0,0,0,0.0,0.0,0,0.0,0.0,Proyecto Aurora
2023-01-05,50784,Eros Fantasy,TOTAL,288149,117721,193,65,0,45,3379,6.26,8,21140,0.07,2642.5,0,211.4,211.4,Proyecto Aurora
2023-01-06,50784,Eros Fantasy,TOTAL,288351,117810,202,89,0,40,3341,22.13,19,73921,0.26,3890.58,0,739.21,739.21,Proyecto Aurora
2023-01-07,50784,Eros Fantasy,TOTAL,288652,117931,301,121,0,48,3422,12.42,9,42488,0.15,4720.89,0,424.88,424.88,Proyecto Aurora
2023-01-08,50784,Eros Fantasy,TOTAL,288853,117998,201,67,0,35,3360,18.11,8,60846,0.21,7605.75,0,608.46,608.46,Proyecto Aurora
2023-01-09,50784,Eros Fantasy,TOTAL,289165,118110,312,112,0,49,3496,8.71,13,30438,0.11,2341.38,0,304.38,304.38,Proyecto Aurora
2023-01-10,50784,Eros Fantasy,TOTAL,289552,118271,387,161,0,56,3573,24.55,12,87734,0.3,7311.17,0,877.34,877.34,Proyecto Aurora
2023-01-11,50784,Eros Fantasy,TOTAL,289884,118406,332,135,0,65,3596,5.46,5,19645,0.07,3929.0,0,196.45,196.45,Proyecto Aurora
2023-01-12,50784,Eros Fantasy,TOTAL,290308,118524,424,118,0,97,3709,6.36,12,23586,0.08,1965.5,0,235.86,235.86,Proyecto Aurora
2023-01-13,50784,Eros Fantasy,TOTAL,291064,118786,756,262,0,165,4166,75.2,51,313285,1.08,6142.84,0,3132.85,3132.85,Proyecto Aurora
2023-01-14,50784,Eros Fantasy,TOTAL,291642,119014,578,228,0,95,4031,33.92,43,136721,0.47,3179.56,0,1367.21,1367.21,Proyecto Aurora
2023-01-15,50784,Eros Fantasy,TOTAL,292233,119239,591,225,0,92,4147,34.06,32,141242,0.48,4413.81,0,1412.42,1412.42,Proyecto Aurora
2023-01-16,50784,Eros Fantasy,TOTAL,292734,119411,501,172,0,98,4050,26.82,37,108618,0.37,2935.62,0,1086.18,1086.18,Proyecto Aurora
2023-01-17,50784,Eros Fantasy,TOTAL,293127,119563,393,152,0,73,3892,12.17,22,47378,0.16,2153.55,0,473.78,473.78,Proyecto Aurora
2023-01-18,50784,Eros Fantasy,TOTAL,293420,119679,293,116,0,44,3763,15.91,26,59867,0.2,2302.58,0,598.67,598.67,Proyecto Aurora
2023-01-19,50784,Eros Fantasy,TOTAL,293692,119780,272,101,0,82,3773,8.94,15,33732,0.11,2248.8,0,337.32,337.32,Proyecto Aurora
2023-01-20,50784,Eros Fantasy,TOTAL,293967,119881,275,101,0,93,3688,25.7,57,94764,0.32,1662.53,0,947.64,947.64,Proyecto Aurora
2023-01-21,50784,Eros Fantasy,TOTAL,294256,119999,289,118,0,64,3616,20.04,32,72455,0.25,2264.22,0,724.55,724.55,Proyecto Aurora
2023-01-22,50784,Eros Fantasy,TOTAL,294530,120079,276,80,2,54,3588,5.37,11,19284,0.07,1753.09,0,192.84,192.84,Proyecto Aurora
2023-01-23,50784,Eros Fantasy,TOTAL,294823,120171,293,92,0,45,3620,8.16,16,29529,0.1,1845.56,0,295.29,295.29,Proyecto Aurora
2023-01-24,50784,Eros Fantasy,TOTAL,295063,120240,240,69,0,55,3627,7.19,15,26090,0.09,1739.33,0,260.9,260.9,Proyecto Aurora
2023-01-25,50784,Eros Fantasy,TOTAL,295301,120328,238,88,0,51,3585,18.45,11,66140,0.22,6012.73,0,661.4,661.4,Proyecto Aurora
2023-01-26,50784,Eros Fantasy,TOTAL,295638,120456,337,128,0,93,3685,10.08,20,37134,0.13,1856.7,0,371.34,371.34,Proyecto Aurora
2023-01-27,50784,Eros Fantasy,TOTAL,295981,120580,343,124,0,75,3683,35.92,70,132300,0.45,1890.0,0,1323.0,1323.0,Proyecto Aurora
2023-01-28,50784,Eros Fantasy,TOTAL,296304,120707,324,127,1,58,3612,9.75,25,35212,0.12,1408.48,0,352.12,352.12,Proyecto Aurora
2023-01-29,50784,Eros Fantasy,TOTAL,296554,120808,250,101,0,43,3598,19.59,15,70485,0.24,4699.0,0,704.85,704.85,Proyecto Aurora
2023-01-30,50784,Eros Fantasy,TOTAL,296909,120954,355,146,0,57,3643,5.41,9,19692,0.07,2188.0,0,196.92,196.92,Proyecto Aurora
2023-01-31,50784,Eros Fantasy,TOTAL,297105,121033,196,79,0,33,3489,8.34,19,29087,0.1,1530.89,0,290.87,290.87,Proyecto Aurora
2023-02-01,50784,Eros Fantasy,TOTAL,297315,121107,210,74,0,45,3509,5.05,11,17737,0.06,1612.45,0,177.37,177.37,Proyecto Aurora
2023-02-02,50784,Eros Fantasy,TOTAL,297500,121181,185,74,0,27,3398,11.32,15,38474,0.13,2564.93,0,384.74,384.74,Proyecto Aurora
2023-02-03,50784,Eros Fantasy,TOTAL,297715,121257,215,76,0,31,3436,19.2,19,65976,0.22,3472.42,0,659.76,659.76,Proyecto Aurora
2023-02-04,50784,Eros Fantasy,TOTAL,297982,121367,267,110,0,45,3426,9.6,13,32883,0.11,2529.46,0,328.83,328.83,Proyecto Aurora
2023-02-05,50784,Eros Fantasy,TOTAL,298218,121456,238,89,2,54,3415,6.84,13,23343,0.08,1795.62,0,233.43,233.43,Proyecto Aurora
2023-02-06,50784,Eros Fantasy,TOTAL,298468,121572,251,116,1,44,3541,8.62,15,30533,0.1,2035.53,0,305.33,305.33,Proyecto Aurora
2023-02-07,50784,Eros Fantasy,TOTAL,298676,121668,208,96,0,60,3452,7.86,13,27139,0.09,2087.62,0,271.39,271.39,Proyecto Aurora
2023-02-08,50784,Eros Fantasy,TOTAL,298876,121751,200,83,0,45,3428,12.64,14,43333,0.15,3095.21,0,433.33,433.33,Proyecto Aurora
2023-02-09,50784,Eros Fantasy,TOTAL,299067,121824,191,73,0,39,3424,5.6,10,19190,0.06,1919.0,0,191.9,191.9,Proyecto Aurora
2023-02-10,50784,Eros Fantasy,TOTAL,299274,121897,208,73,1,85,3473,58.9,75,204557,0.68,2727.43,0,2045.57,2045.57,Proyecto Aurora
2023-02-11,50784,Eros Fantasy,TOTAL,299936,122151,662,254,0,108,3969,22.85,46,90677,0.3,1971.24,0,906.77,906.77,Proyecto Aurora
2023-02-12,50784,Eros Fantasy,TOTAL,300285,122291,350,140,1,67,3702,19.81,34,73332,0.24,2156.82,0,733.32,733.32,Proyecto Aurora
2023-02-13,50784,Eros Fantasy,TOTAL,300597,122418,312,127,0,46,3650,11.9,19,43444,0.14,2286.53,7996,434.44,434.44,Proyecto Aurora
2023-02-14,50784,Eros Fantasy,TOTAL,300873,122540,276,122,0,49,3608,20.48,20,73887,0.25,3694.35,0,738.87,738.87,Proyecto Aurora
2023-02-15,50784,Eros Fantasy,TOTAL,301240,122692,367,152,0,85,3755,9.66,18,36287,0.12,2015.94,0,362.87,362.87,Proyecto Aurora
2023-02-16,50784,Eros Fantasy,TOTAL,301498,122784,258,92,0,74,3588,18.52,32,66434,0.22,2076.06,0,664.34,664.34,Proyecto Aurora
2023-02-17,50784,Eros Fantasy,TOTAL,301846,122915,349,131,1,95,3680,51.5,40,189515,0.63,4737.88,0,1895.15,1895.15,Proyecto Aurora
2023-02-18,50784,Eros Fantasy,TOTAL,302379,123131,533,216,0,98,3796,24.59,24,93331,0.31,3888.79,0,933.31,933.31,Proyecto Aurora
2023-02-19,50784,Eros Fantasy,TOTAL,302795,123302,416,171,0,78,3717,18.86,31,70086,0.23,2260.84,0,700.86,700.86,Proyecto Aurora
2023-02-20,50784,Eros Fantasy,TOTAL,303047,123407,252,105,0,55,3568,10.52,20,37540,0.12,1877.0,0,375.4,375.4,Proyecto Aurora
2023-02-21,50784,Eros Fantasy,TOTAL,303523,123585,476,178,0,87,3819,25.21,15,96294,0.32,6419.6,0,962.94,962.94,Proyecto Aurora
2023-02-22,50784,Eros Fantasy,TOTAL,303824,123718,301,133,0,57,3657,10.72,16,39188,0.13,2449.25,0,391.88,391.88,Proyecto Aurora
2023-02-23,50784,Eros Fantasy,TOTAL,304029,123808,206,90,1,54,3419,19.08,24,65238,0.21,2718.25,0,652.38,652.38,Proyecto Aurora
2023-02-24,50784,Eros Fantasy,TOTAL,304293,123923,264,115,0,53,3496,44.47,35,155473,0.51,4442.09,0,1554.73,1554.73,Proyecto Aurora
2023-02-25,50784,Eros Fantasy,TOTAL,304664,124070,371,147,0,80,3465,45.13,35,156388,0.51,4468.23,0,1563.88,1563.88,Proyecto Aurora
2023-02-26,50784,Eros Fantasy,TOTAL,304973,124192,309,122,0,56,3483,48.52,31,168983,0.55,5451.06,0,1689.83,1689.83,Proyecto Aurora
2023-02-27,50784,Eros Fantasy,TOTAL,305279,124337,306,145,0,48,3523,27.32,24,96236,0.32,4009.83,0,962.36,962.36,Proyecto Aurora
2023-02-28,50784,Eros Fantasy,TOTAL,305504,124424,225,87,0,46,3371,17.21,22,58013,0.19,2636.95,0,580.13,580.13,Proyecto Aurora
2023-03-01,50784,Eros Fantasy,TOTAL,305683,124495,181,71,2,41,3284,19.46,19,63914,0.21,3363.89,0,639.14,639.14,Proyecto Aurora
2023-03-02,50784,Eros Fantasy,TOTAL,305849,124555,166,60,0,39,3277,16.27,18,53333,0.17,2962.94,0,533.33,533.33,Proyecto Aurora
2023-03-03,50784,Eros Fantasy,TOTAL,306048,124636,200,81,1,29,3297,18.2,34,59991,0.2,1764.44,0,599.91,599.91,Proyecto Aurora
2023-03-04,50784,Eros Fantasy,TOTAL,306271,124727,223,91,0,50,3249,3.69,11,11991,0.04,1090.09,0,119.91,119.91,Proyecto Aurora
2023-03-05,50784,Eros Fantasy,TOTAL,306457,124807,186,80,0,41,3337,6.89,15,22983,0.08,1532.2,0,229.83,229.83,Proyecto Aurora
2023-03-06,50784,Eros Fantasy,TOTAL,306619,124876,162,69,0,38,3222,7.52,16,24233,0.08,1514.56,0,242.33,242.33,Proyecto Aurora
2023-03-07,50784,Eros Fantasy,TOTAL,306787,124960,168,84,0,32,3210,3.0,10,9642,0.03,964.2,0,96.42,96.42,Proyecto Aurora
2023-03-08,50784,Eros Fantasy,TOTAL,306931,125021,144,61,0,29,3177,4.65,8,14780,0.05,1847.5,0,147.8,147.8,Proyecto Aurora
2023-03-09,50784,Eros Fantasy,TOTAL,307110,125087,179,66,0,76,3282,9.41,18,30890,0.1,1716.11,0,308.9,308.9,Proyecto Aurora
2023-03-10,50784,Eros Fantasy,TOTAL,307287,125162,177,75,0,58,3194,6.68,17,21321,0.07,1254.18,0,213.21,213.21,Proyecto Aurora
2023-03-11,50784,Eros Fantasy,TOTAL,307555,125258,268,96,0,49,3238,12.39,14,40126,0.13,2866.14,0,401.26,401.26,Proyecto Aurora
2023-03-12,50784,Eros Fantasy,TOTAL,307898,125377,343,119,0,51,3389,4.75,12,16081,0.05,1340.08,0,160.81,160.81,Proyecto Aurora
2023-03-13,50784,Eros Fantasy,TOTAL,308114,125462,216,85,0,43,3274,8.23,16,26932,0.09,1683.25,0,269.32,269.32,Proyecto Aurora
2023-03-14,50784,Eros Fantasy,TOTAL,308396,125557,282,95,0,29,3286,3.25,12,10693,0.03,891.08,0,106.93,106.93,Proyecto Aurora
2023-03-15,50784,Eros Fantasy,TOTAL,308609,125623,213,66,0,43,3222,5.94,11,19139,0.06,1739.91,0,191.39,191.39,Proyecto Aurora
2023-03-16,50784,Eros Fantasy,TOTAL,308803,125692,194,69,0,62,3181,7.33,14,23328,0.08,1666.29,0,233.28,233.28,Proyecto Aurora
2023-03-17,50784,Eros Fantasy,TOTAL,309187,125843,385,151,1,112,3442,61.92,35,213134,0.69,6089.54,0,2131.34,2131.34,Proyecto Aurora
2023-03-18,50784,Eros Fantasy,TOTAL,309578,126000,392,157,1,107,3348,41.02,29,137349,0.44,4736.17,0,1373.49,1373.49,Proyecto Aurora
2023-03-19,50784,Eros Fantasy,TOTAL,309926,126129,348,129,0,101,3355,36.46,26,122310,0.4,4704.23,0,1223.1,1223.1,Proyecto Aurora
2023-03-20,50784,Eros Fantasy,TOTAL,310274,126279,348,150,0,103,3319,18.45,15,61226,0.2,4081.73,0,612.26,612.26,Proyecto Aurora
2023-03-21,50784,Eros Fantasy,TOTAL,310428,126365,155,86,1,59,3112,19.24,14,59872,0.19,4276.57,0,598.72,598.72,Proyecto Aurora
2023-03-22,50784,Eros Fantasy,TOTAL,310692,126473,264,108,0,84,3252,16.55,20,53816,0.17,2690.8,0,538.16,538.16,Proyecto Aurora
2023-03-23,50784,Eros Fantasy,TOTAL,310898,126554,206,81,0,73,3212,22.55,20,72422,0.23,3621.1,0,724.22,724.22,Proyecto Aurora
2023-03-24,50784,Eros Fantasy,TOTAL,311100,126630,202,76,0,57,3215,6.07,16,19528,0.06,1220.5,0,195.28,195.28,Proyecto Aurora
2023-03-25,50784,Eros Fantasy,TOTAL,311268,126704,168,74,0,45,3047,4.08,12,12433,0.04,1036.08,0,124.33,124.33,Proyecto Aurora
2023-03-26,50784,Eros Fantasy,TOTAL,311503,126813,235,109,0,63,3181,10.45,7,33243,0.11,4749.0,0,332.43,332.43,Proyecto Aurora
2023-03-27,50784,Eros Fantasy,TOTAL,311662,126883,159,70,0,64,3140,5.06,8,15891,0.05,1986.38,0,158.91,158.91,Proyecto Aurora
2023-03-28,50784,Eros Fantasy,TOTAL,311821,126956,159,73,0,52,3089,4.27,9,13192,0.04,1465.78,0,131.92,131.92,Proyecto Aurora
2023-03-29,50784,Eros Fantasy,TOTAL,311978,127025,158,69,1,44,3099,5.21,11,16135,0.05,1466.82,0,161.35,161.35,Proyecto Aurora
2023-03-30,50784,Eros Fantasy,TOTAL,312162,127105,184,80,0,71,3156,1.25,5,3947,0.01,789.4,0,39.47,39.47,Proyecto Aurora
2023-03-31,50784,Eros Fantasy,TOTAL,312544,127227,382,122,0,91,3385,67.21,39,227520,0.73,5833.85,15996,2275.2,2275.2,Proyecto Aurora
2023-04-01,50784,Eros Fantasy,TOTAL,313139,127436,595,209,0,163,3572,66.88,50,238903,0.76,4778.06,0,2389.03,2389.03,Proyecto Aurora
2023-04-02,50784,Eros Fantasy,TOTAL,313629,127629,490,193,0,112,3557,44.5,34,158291,0.51,4655.62,0,1582.91,1582.91,Proyecto Aurora
2023-04-03,50784,Eros Fantasy,TOTAL,313992,127773,363,144,0,81,3539,39.76,43,140700,0.45,3272.09,0,1407.0,1407.0,Proyecto Aurora
2023-04-04,50784,Eros Fantasy,TOTAL,314273,127880,281,107,0,76,3416,18.11,31,61852,0.2,1995.23,0,618.52,618.52,Proyecto Aurora
2023-04-05,50784,Eros Fantasy,TOTAL,314529,127973,256,93,0,76,3413,28.6,26,97610,0.31,3754.23,0,976.1,976.1,Proyecto Aurora
2023-04-06,50784,Eros Fantasy,TOTAL,314837,128097,308,124,0,184,3493,19.03,29,66481,0.21,2292.45,0,664.81,664.81,Proyecto Aurora
2023-04-07,50784,Eros Fantasy,TOTAL,315169,128222,332,125,0,173,3496,29.09,60,101699,0.32,1694.98,0,1016.99,1016.99,Proyecto Aurora
2023-04-08,50784,Eros Fantasy,TOTAL,315569,128356,401,134,1,159,3636,10.06,23,36569,0.12,1589.96,0,365.69,365.69,Proyecto Aurora
2023-04-09,50784,Eros Fantasy,TOTAL,315942,128482,374,126,1,121,3610,9.85,18,35576,0.11,1976.44,0,355.76,355.76,Proyecto Aurora
2023-04-10,50784,Eros Fantasy,TOTAL,316260,128598,318,116,0,156,3705,5.84,18,21627,0.07,1201.5,0,216.27,216.27,Proyecto Aurora
2023-04-11,50784,Eros Fantasy,TOTAL,316556,128723,297,125,1,173,3690,6.45,20,23783,0.08,1189.15,0,237.83,237.83,Proyecto Aurora
2023-04-12,50784,Eros Fantasy,TOTAL,316896,128827,341,104,1,188,3733,17.55,23,65523,0.21,2848.83,0,655.23,655.23,Proyecto Aurora
2023-04-13,50784,Eros Fantasy,TOTAL,317242,128932,346,105,0,82,3678,15.84,32,58256,0.18,1820.5,0,582.56,582.56,Proyecto Aurora
2023-04-14,50784,Eros Fantasy,TOTAL,317553,129051,311,119,0,68,3523,21.05,55,74173,0.23,1348.6,0,741.73,741.73,Proyecto Aurora
2023-04-15,50784,Eros Fantasy,TOTAL,317811,129150,258,99,0,41,3477,10.55,34,36673,0.12,1078.62,0,366.73,366.73,Proyecto Aurora
2023-04-16,50784,Eros Fantasy,TOTAL,318016,129235,205,85,0,54,3406,8.48,24,28880,0.09,1203.33,0,288.8,288.8,Proyecto Aurora
2023-04-17,50784,Eros Fantasy,TOTAL,318184,129302,168,67,0,37,3408,5.85,12,19943,0.06,1661.92,0,199.43,199.43,Proyecto Aurora
2023-04-18,50784,Eros Fantasy,TOTAL,318354,129380,170,78,0,23,3368,6.04,11,20341,0.06,1849.18,0,203.41,203.41,Proyecto Aurora
2023-04-19,50784,Eros Fantasy,TOTAL,318545,129474,191,94,0,32,3343,6.86,21,22929,0.07,1091.86,0,229.29,229.29,Proyecto Aurora
2023-04-20,50784,Eros Fantasy,TOTAL,318782,129571,238,97,1,82,3494,8.83,23,30841,0.1,1340.91,0,308.41,308.41,Proyecto Aurora
2023-04-21,50784,Eros Fantasy,TOTAL,319217,129715,435,144,0,87,3748,41.35,34,154979,0.49,4558.21,0,1549.79,1549.79,Proyecto Aurora
2023-04-22,50784,Eros Fantasy,TOTAL,319619,129865,403,150,1,92,3551,13.56,21,48167,0.15,2293.67,0,481.67,481.67,Proyecto Aurora
2023-04-23,50784,Eros Fantasy,TOTAL,319966,129998,348,133,1,71,3554,20.5,21,72863,0.23,3469.67,0,728.63,728.63,Proyecto Aurora
2023-04-24,50784,Eros Fantasy,TOTAL,320203,130088,237,90,0,65,3363,14.61,16,49128,0.15,3070.5,0,491.28,491.28,Proyecto Aurora
2023-04-25,50784,Eros Fantasy,TOTAL,320503,130201,300,113,0,77,3432,13.25,17,45470,0.14,2674.71,0,454.7,454.7,Proyecto Aurora
2023-04-26,50784,Eros Fantasy,TOTAL,320980,130346,478,145,1,72,3626,32.53,22,117957,0.37,5361.68,0,1179.57,1179.57,Proyecto Aurora
2023-04-27,50784,Eros Fantasy,TOTAL,321405,130481,425,135,0,102,3618,19.79,19,71614,0.22,3769.16,0,716.14,716.14,Proyecto Aurora
2023-04-28,50784,Eros Fantasy,TOTAL,321752,130600,347,119,0,113,3521,80.76,88,284370,0.88,3231.48,0,2843.7,2843.7,Proyecto Aurora
2023-04-29,50784,Eros Fantasy,TOTAL,322564,130882,812,282,0,160,4025,36.16,52,145528,0.45,2798.62,0,1455.28,1455.28,Proyecto Aurora
2023-04-30,50784,Eros Fantasy,TOTAL,322995,131027,433,145,2,115,3743,28.16,36,105389,0.33,2927.47,0,1053.89,1053.89,Proyecto Aurora
2023-05-01,50784,Eros Fantasy,TOTAL,323363,131168,368,141,0,123,3829,14.83,18,56789,0.18,3154.94,0,567.89,567.89,Proyecto Aurora
2023-05-02,50784,Eros Fantasy,TOTAL,323622,131256,259,88,0,62,3590,16.95,21,60840,0.19,2897.14,0,608.4,608.4,Proyecto Aurora
2023-05-03,50784,Eros Fantasy,TOTAL,323854,131350,233,94,1,41,3535,18.29,21,64639,0.2,3078.05,0,646.39,646.39,Proyecto Aurora
2023-05-04,50784,Eros Fantasy,TOTAL,324116,131443,262,93,0,51,3570,16.72,22,59683,0.18,2712.86,0,596.83,596.83,Proyecto Aurora
2023-05-05,50784,Eros Fantasy,TOTAL,324351,131520,236,77,1,55,3532,19.91,28,70330,0.22,2511.79,0,703.3,703.3,Proyecto Aurora
2023-05-06,50784,Eros Fantasy,TOTAL,324877,131745,528,225,2,112,3823,34.72,32,132724,0.41,4147.63,0,1327.24,1327.24,Proyecto Aurora
2023-05-07,50784,Eros Fantasy,TOTAL,325264,131908,387,163,0,72,3774,19.44,19,73377,0.23,3861.95,0,733.77,733.77,Proyecto Aurora
2023-05-08,50784,Eros Fantasy,TOTAL,325575,132023,311,115,0,70,3722,10.37,14,38596,0.12,2756.86,0,385.96,385.96,Proyecto Aurora
