Date,Product(ID#),Game,Item(ID#),Description,Category,Country Code,Country,Region,Gross Units Sold,Chargeback/Returns,Net Units Sold, Average Price,Currency,Gross Steam Sales (USD),Chargeback/Returns (USD),VAT/Tax (USD),Net Steam Sales (USD)
2023-07-21,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,2,0,2,5.00,USD,10.0000,0.0000,-1.6000,8.4000
2023-07-21,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DK,Denmark,Western Europe,1,0,1,5.00,USD,5.0000,0.0000,-1.0000,4.0000
2023-07-21,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,IT,Italy,Western Europe,2,0,2,5.00,USD,10.0000,0.0000,-1.8000,8.2000
2023-07-21,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,JP,Japan,Asia,5,0,5,15.19,USD,75.9600,0.0000,-6.9000,69.0600
2023-07-21,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NL,Netherlands,Western Europe,4,0,4,6.25,USD,25.0000,0.0000,-4.3500,20.6500
2023-07-21,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NZ,New Zealand,Oceania,1,0,1,5.00,USD,5.0000,0.0000,-0.6500,4.3500
2023-07-21,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,PL,Poland,Eastern Europe,1,0,1,5.00,USD,5.0000,0.0000,-0.9300,4.0700
2023-07-21,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,SE,Sweden,Western Europe,1,0,1,5.00,USD,5.0000,0.0000,-1.0000,4.0000
2023-07-21,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,UA,Ukraine,Central Asia,1,0,1,20.00,USD,20.0000,0.0000,-3.3300,16.6700
2023-07-21,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,100,0,100,7.86,USD,786.4500,0.0000,-28.4800,757.9700
2023-07-21,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,VN,Viet Nam,South East Asia,1,0,1,5.00,USD,5.0000,0.0000,0.0000,5.0000
2023-07-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AU,Australia,Oceania,2,0,2,4.99,USD,9.9800,0.0000,-0.9000,9.0800
2023-07-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,2,0,2,10.19,USD,20.3700,0.0000,-1.8700,18.5000
2023-07-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,1,0,1,20.00,USD,20.0000,0.0000,-3.1900,16.8100
2023-07-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,ES,Spain,Western Europe,2,0,2,5.00,USD,10.0000,0.0000,-1.7400,8.2600
2023-07-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,1,0,1,4.99,USD,4.9900,0.0000,-0.8300,4.1600
2023-07-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,JP,Japan,Asia,1,0,1,4.99,USD,4.9900,0.0000,-0.4500,4.5400
2023-07-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,MX,Mexico,Latin America,1,0,1,4.99,USD,4.9900,0.0000,-0.6900,4.3000
2023-07-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NL,Netherlands,Western Europe,5,0,5,6.79,USD,33.9500,0.0000,-5.9100,28.0400
2023-07-22,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,22,0,22,9.53,USD,209.6900,0.0000,-10.7700,198.9200
2023-07-23,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AU,Australia,Oceania,1,0,1,4.99,USD,4.9900,0.0000,-0.4500,4.5400
2023-07-23,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,17,0,17,13.40,USD,227.8100,0.0000,-25.8300,201.9800
2023-07-23,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,1,0,1,4.99,USD,4.9900,0.0000,-0.8000,4.1900
2023-07-23,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DK,Denmark,Western Europe,1,0,1,5.00,USD,5.0000,0.0000,-1.0000,4.0000
2023-07-23,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,48,0,48,10.23,USD,490.9800,0.0000,-18.7900,472.1900
2023-07-24,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AU,Australia,Oceania,1,0,1,4.99,USD,4.9900,0.0000,-0.4500,4.5400
2023-07-24,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,BE,Belgium,Western Europe,1,0,1,4.99,USD,4.9900,0.0000,-0.8700,4.1200
2023-07-24,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,1,0,1,5.75,USD,5.7500,0.0000,-0.7500,5.0000
2023-07-24,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,1,0,1,9.99,USD,9.9900,0.0000,-1.6000,8.3900
2023-07-24,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,FR,France,Western Europe,1,0,1,5.00,USD,5.0000,0.0000,-0.8300,4.1700
2023-07-24,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NZ,New Zealand,Oceania,1,0,1,5.00,USD,5.0000,0.0000,-0.6500,4.3500
2023-07-24,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,UA,Ukraine,Central Asia,6,0,6,6.08,USD,36.4600,0.0000,-6.0700,30.3900
2023-07-24,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,39,0,39,9.14,USD,356.3500,0.0000,-18.0400,338.3100
2023-07-25,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,KZ,Kazakhstan,Central Asia,1,0,1,5.00,USD,5.0000,0.0000,-0.5400,4.4600
2023-07-25,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,33,0,33,8.90,USD,293.6600,0.0000,-17.3200,276.3400
2023-07-26,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AU,Australia,Oceania,1,0,1,5.00,USD,5.0000,0.0000,-0.4500,4.5500
2023-07-26,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,BR,Brazil,Latin America,1,0,1,5.00,USD,5.0000,0.0000,0.0000,5.0000
2023-07-26,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,1,0,1,13.50,USD,13.5000,0.0000,-2.1600,11.3400
2023-07-26,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,FI,Finland,Western Europe,2,0,2,5.00,USD,9.9900,0.0000,-1.9400,8.0500
2023-07-26,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,1,0,1,5.00,USD,5.0000,0.0000,-0.8300,4.1700
2023-07-26,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,MX,Mexico,Latin America,2,0,2,7.50,USD,15.0000,0.0000,-2.0700,12.9300
2023-07-26,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,PL,Poland,Eastern Europe,1,0,1,4.99,USD,4.9900,0.0000,-0.9300,4.0600
2023-07-26,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,27,0,27,8.51,USD,229.7000,0.0000,-12.8000,216.9000
2023-07-27,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,1,0,1,45.98,USD,45.9800,0.0000,-5.9900,39.9900
2023-07-27,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,2,0,2,5.00,USD,10.0000,0.0000,-1.6600,8.3400
2023-07-27,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,JP,Japan,Asia,1,0,1,39.99,USD,39.9900,0.0000,-3.6400,36.3500
2023-07-27,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NL,Netherlands,Western Europe,2,0,2,6.00,USD,11.9900,0.0000,-2.0800,9.9100
2023-07-27,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,PL,Poland,Eastern Europe,10,0,10,10.80,USD,107.9500,0.0000,-20.1600,87.7900
2023-07-27,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,SG,Singapore,South East Asia,1,0,1,13.50,USD,13.5000,0.0000,-1.0000,12.5000
2023-07-27,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,22,0,22,9.93,USD,218.5500,0.0000,-8.1800,210.3700
2023-07-28,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AU,Australia,Oceania,3,0,3,15.67,USD,47.0000,0.0000,-4.2800,42.7200
2023-07-28,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,BE,Belgium,Western Europe,1,0,1,5.00,USD,5.0000,0.0000,-0.8700,4.1300
2023-07-28,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,50,0,50,15.88,USD,793.9100,0.0000,-87.4600,706.4500
2023-07-28,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,13,0,13,14.27,USD,185.4700,0.0000,-29.6300,155.8400
2023-07-28,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,FR,France,Western Europe,1,0,1,39.99,USD,39.9900,0.0000,-6.6700,33.3200
2023-07-28,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,6,0,6,16.17,USD,97.0000,0.0000,-16.1600,80.8400
2023-07-28,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,IT,Italy,Western Europe,1,0,1,13.50,USD,13.5000,0.0000,-2.4300,11.0700
2023-07-28,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,JP,Japan,Asia,2,0,2,7.50,USD,15.0000,0.0000,-1.3600,13.6400
2023-07-28,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,KR,Korea Republic of,Asia,6,0,6,14.83,USD,88.9700,0.0000,-8.0900,80.8800
2023-07-28,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NL,Netherlands,Western Europe,2,0,2,5.00,USD,9.9900,0.0000,-1.7400,8.2500
2023-07-28,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NZ,New Zealand,Oceania,1,0,1,20.00,USD,20.0000,0.0000,-2.6100,17.3900
2023-07-28,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,PH,Philippines,South East Asia,2,0,2,7.50,USD,15.0000,0.0000,0.0000,15.0000
2023-07-28,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,RU,Russian Federation,Central Asia,2,0,2,5.00,USD,10.0000,0.0000,-1.6600,8.3400
2023-07-28,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,240,0,240,16.58,USD,3979.4700,0.0000,-91.6300,3887.8400
2023-07-29,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,BR,Brazil,Latin America,1,0,1,10.00,USD,10.0000,0.0000,0.0000,10.0000
2023-07-29,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,8,0,8,29.91,USD,239.2700,0.0000,-27.2700,212.0000
2023-07-29,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,3,0,3,16.67,USD,50.0000,0.0000,-7.9800,42.0200
2023-07-29,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,ES,Spain,Western Europe,2,0,2,9.25,USD,18.5000,0.0000,-3.2100,15.2900
2023-07-29,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,5,0,5,6.00,USD,29.9900,0.0000,-4.9900,25.0000
2023-07-29,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,JP,Japan,Asia,2,0,2,5.00,USD,10.0000,0.0000,-0.9000,9.1000
2023-07-29,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,KR,Korea Republic of,Asia,3,0,3,15.66,USD,46.9700,0.0000,-4.2800,42.6900
2023-07-29,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NL,Netherlands,Western Europe,3,0,3,15.67,USD,47.0000,0.0000,-8.1500,38.8500
2023-07-29,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,PH,Philippines,South East Asia,1,0,1,5.00,USD,5.0000,0.0000,0.0000,5.0000
2023-07-29,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,PL,Poland,Eastern Europe,1,0,1,5.00,USD,5.0000,0.0000,-0.9300,4.0700
2023-07-29,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,UA,Ukraine,Central Asia,1,0,1,5.00,USD,5.0000,0.0000,-0.8300,4.1700
2023-07-29,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,137,0,137,14.81,USD,2028.4600,0.0000,-87.9000,1940.5600
2023-07-30,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,16,0,16,20.59,USD,329.3800,0.0000,-42.9400,286.4400
2023-07-30,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CZ,Czech Republic,Eastern Europe,1,0,1,3.00,USD,3.0000,0.0000,-0.5200,2.4800
2023-07-30,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,IT,Italy,Western Europe,1,0,1,13.50,USD,13.5000,0.0000,-2.4300,11.0700
2023-07-30,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,JP,Japan,Asia,1,0,1,13.50,USD,13.5000,0.0000,-1.2300,12.2700
2023-07-30,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NL,Netherlands,Western Europe,1,0,1,20.00,USD,20.0000,0.0000,-3.4700,16.5300
2023-07-30,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NZ,New Zealand,Oceania,1,0,1,5.00,USD,5.0000,0.0000,-0.6500,4.3500
2023-07-30,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,PT,Portugal,Western Europe,1,0,1,5.00,USD,5.0000,0.0000,-0.9300,4.0700
2023-07-30,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,SE,Sweden,Western Europe,1,0,1,25.00,USD,25.0000,0.0000,-5.0000,20.0000
2023-07-30,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,145,0,145,14.94,USD,2166.2000,0.0000,-103.6800,2062.5200
2023-07-31,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AU,Australia,Oceania,2,0,2,11.75,USD,23.4900,0.0000,-2.1400,21.3500
2023-07-31,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,7,0,7,19.83,USD,138.8100,0.0000,-15.3100,123.5000
2023-07-31,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,5,0,5,14.59,USD,72.9700,0.0000,-12.1600,60.8100
2023-07-31,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,HU,Hungary,Eastern Europe,1,0,1,13.50,USD,13.5000,0.0000,-2.8700,10.6300
2023-07-31,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,KR,Korea Republic of,Asia,1,0,1,25.00,USD,25.0000,0.0000,-2.2700,22.7300
2023-07-31,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NZ,New Zealand,Oceania,1,0,1,10.00,USD,10.0000,0.0000,-1.3000,8.7000
2023-07-31,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,55,0,55,11.51,USD,632.8300,0.0000,-20.5700,612.2600
2023-08-01,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AU,Australia,Oceania,1,0,1,100.00,USD,100.0000,0.0000,-9.0900,90.9100
2023-08-01,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,BO,Bolivia,Latin America,1,0,1,13.50,USD,13.5000,0.0000,0.0000,13.5000
2023-08-01,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,BR,Brazil,Latin America,1,0,1,5.00,USD,5.0000,0.0000,0.0000,5.0000
2023-08-01,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,4,0,4,18.16,USD,72.6200,0.0000,-7.1200,65.5000
2023-08-01,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,FI,Finland,Western Europe,1,0,1,20.00,USD,20.0000,0.0000,-3.8700,16.1300
2023-08-01,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,2,0,2,9.25,USD,18.5000,0.0000,-3.0800,15.4200
2023-08-01,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,IT,Italy,Western Europe,1,0,1,5.00,USD,5.0000,0.0000,-0.9000,4.1000
2023-08-01,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NZ,New Zealand,Oceania,3,0,3,15.00,USD,45.0000,0.0000,-5.8700,39.1300
2023-08-01,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,48,0,48,11.89,USD,570.7900,0.0000,-34.9900,535.8000
2023-08-02,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AU,Australia,Oceania,4,0,4,10.50,USD,41.9800,0.0000,-3.8200,38.1600
2023-08-02,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,BO,Bolivia,Latin America,2,0,2,7.50,USD,14.9900,0.0000,0.0000,14.9900
2023-08-02,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,BR,Brazil,Latin America,1,0,1,3.00,USD,3.0000,0.0000,0.0000,3.0000
2023-08-02,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,18,0,18,10.74,USD,193.2600,0.0000,-20.8700,172.3900
2023-08-02,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NZ,New Zealand,Oceania,3,0,3,6.67,USD,20.0000,0.0000,-2.6000,17.4000
2023-08-02,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,24,0,24,9.78,USD,234.7100,0.0000,-7.8400,226.8700
2023-08-03,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AU,Australia,Oceania,17,0,17,14.05,USD,238.9100,0.0000,-21.7000,217.2100
2023-08-03,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,1,0,1,14.18,USD,14.1800,0.0000,-0.6800,13.5000
2023-08-03,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,FI,Finland,Western Europe,1,0,1,20.00,USD,20.0000,0.0000,-3.8700,16.1300
2023-08-03,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,1,0,1,5.00,USD,5.0000,0.0000,-0.8300,4.1700
2023-08-03,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,KR,Korea Republic of,Asia,3,0,3,12.49,USD,37.4800,0.0000,-3.4100,34.0700
2023-08-03,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,PH,Philippines,South East Asia,3,0,3,7.00,USD,21.0000,0.0000,0.0000,21.0000
2023-08-03,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,42,0,42,11.96,USD,502.1600,0.0000,-23.7600,478.4000
2023-08-04,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AU,Australia,Oceania,1,0,1,25.00,USD,25.0000,0.0000,-2.2700,22.7300
2023-08-04,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,BY,Belarus,Central Asia,3,0,3,7.83,USD,23.5000,0.0000,-3.9100,19.5900
2023-08-04,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,2,0,2,19.87,USD,39.7400,0.0000,-4.7500,34.9900
2023-08-04,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,6,0,6,9.99,USD,59.9600,0.0000,-9.5900,50.3700
2023-08-04,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,1,0,1,5.00,USD,5.0000,0.0000,-0.8300,4.1700
2023-08-04,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,JP,Japan,Asia,1,0,1,13.50,USD,13.5000,0.0000,-1.2300,12.2700
2023-08-04,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,58,0,58,12.87,USD,746.4200,0.0000,-30.5400,715.8800
2023-08-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,2,0,2,4.60,USD,9.2000,0.0000,-1.2000,8.0000
2023-08-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,1,0,1,13.50,USD,13.5000,0.0000,-2.2500,11.2500
2023-08-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NL,Netherlands,Western Europe,2,0,2,5.00,USD,10.0000,0.0000,-1.7400,8.2600
2023-08-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,PL,Poland,Eastern Europe,1,0,1,20.00,USD,20.0000,0.0000,-3.7400,16.2600
2023-08-05,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,53,0,53,11.96,USD,633.6500,0.0000,-22.8200,610.8300
2023-08-06,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,1,0,1,11.29,USD,11.2900,0.0000,-1.3000,9.9900
2023-08-06,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CH,Switzerland,Western Europe,1,0,1,20.00,USD,20.0000,0.0000,-1.4300,18.5700
2023-08-06,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CO,Colombia,Latin America,1,0,1,9.99,USD,9.9900,0.0000,-1.6000,8.3900
2023-08-06,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,9,0,9,13.50,USD,121.5000,0.0000,-19.4400,102.0600
2023-08-06,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,PL,Poland,Eastern Europe,2,0,2,16.75,USD,33.5000,0.0000,-6.2600,27.2400
2023-08-06,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,12,0,12,15.47,USD,185.6400,0.0000,-8.6900,176.9500
2023-08-07,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AT,Austria,Western Europe,2,0,2,13.50,USD,27.0000,0.0000,-4.5000,22.5000
2023-08-07,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,2,0,2,14.85,USD,29.7000,0.0000,-2.7000,27.0000
2023-08-07,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,3,0,3,10.67,USD,32.0000,0.0000,-5.3300,26.6700
2023-08-07,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,PL,Poland,Eastern Europe,1,0,1,13.50,USD,13.5000,0.0000,-2.5200,10.9800
2023-08-07,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,17,0,17,9.11,USD,154.8000,0.0000,-5.3600,149.4400
2023-08-08,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AT,Austria,Western Europe,5,0,5,12.10,USD,60.4900,0.0000,-10.0900,50.4000
2023-08-08,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,1,0,1,21.00,USD,21.0000,0.0000,-1.0000,20.0000
2023-08-08,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DK,Denmark,Western Europe,3,0,3,8.33,USD,24.9900,0.0000,-5.0000,19.9900
2023-08-08,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,6,0,6,13.16,USD,78.9500,0.0000,-13.1800,65.7700
2023-08-08,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,IT,Italy,Western Europe,3,0,3,13.50,USD,40.5000,0.0000,-7.2900,33.2100
2023-08-08,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,KR,Korea Republic of,Asia,1,0,1,50.00,USD,50.0000,0.0000,-4.5500,45.4500
2023-08-08,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NO,Norway,Western Europe,1,0,1,50.00,USD,50.0000,0.0000,-10.0000,40.0000
2023-08-08,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,21,0,21,10.42,USD,218.7800,0.0000,-11.8800,206.9000
2023-08-09,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AT,Austria,Western Europe,2,0,2,9.99,USD,19.9800,0.0000,-3.3400,16.6400
2023-08-09,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,12,0,12,13.96,USD,167.5000,0.0000,-19.5400,147.9600
2023-08-09,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DE,Germany,Western Europe,2,0,2,9.25,USD,18.5000,0.0000,-2.9600,15.5400
2023-08-09,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,FR,France,Western Europe,1,0,1,9.99,USD,9.9900,0.0000,-1.6700,8.3200
2023-08-09,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,2,0,2,13.50,USD,26.9900,0.0000,-4.5000,22.4900
2023-08-09,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,NZ,New Zealand,Oceania,2,0,2,19.25,USD,38.5000,0.0000,-5.0200,33.4800
2023-08-09,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,17,0,17,17.07,USD,290.2200,0.0000,-16.2500,273.9700
2023-08-10,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,BE,Belgium,Western Europe,1,0,1,20.00,USD,20.0000,0.0000,-3.4700,16.5300
2023-08-10,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,BR,Brazil,Latin America,1,0,1,5.00,USD,5.0000,0.0000,0.0000,5.0000
2023-08-10,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CA,Canada,North America,6,0,6,13.90,USD,83.4000,0.0000,-10.9000,72.5000
2023-08-10,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,PH,Philippines,South East Asia,2,0,2,22.50,USD,45.0000,0.0000,0.0000,45.0000
2023-08-10,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,UA,Ukraine,Central Asia,1,0,1,19.99,USD,19.9900,0.0000,-3.3300,16.6600
2023-08-10,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,31,0,31,15.03,USD,466.0300,0.0000,-18.1900,447.8400
2023-08-11,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AT,Austria,Western Europe,2,0,2,19.99,USD,39.9800,0.0000,-6.6600,33.3200
2023-08-11,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,AU,Australia,Oceania,4,0,4,7.00,USD,27.9900,0.0000,-2.5400,25.4500
2023-08-11,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,CL,Chile,Latin America,1,0,1,5.00,USD,5.0000,0.0000,-0.8000,4.2000
2023-08-11,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,DK,Denmark,Western Europe,1,0,1,3.00,USD,3.0000,0.0000,-0.6000,2.4000
2023-08-11,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,FR,France,Western Europe,2,0,2,7.50,USD,15.0000,0.0000,-2.5000,12.5000
2023-08-11,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,GB,United Kingdom,Western Europe,3,0,3,14.50,USD,43.4900,0.0000,-7.2500,36.2400
2023-08-11,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,KR,Korea Republic of,Asia,2,0,2,12.50,USD,24.9900,0.0000,-2.2700,22.7200
2023-08-11,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,UA,Ukraine,Central Asia,1,0,1,20.00,USD,20.0000,0.0000,-3.3300,16.6700
2023-08-11,1898210,Eros Fantasy,1,skin_oleenDS_arcade,,US,United States,North America,46,0,46,15.64,USD,719.2800,0.0000,-40.8600,678.4200
