
Fecha,Año,Trimestre,Mes,Mes_Nombre,DiaSemana,DiaSemana_Nombre,Plataforma,Juego,DAU,Descargas,Ingresos_USD,Ingresos_Brutos_USD,Unidades_Vendidas,Usuarios_Concurrentes_Pico,Oro_Gastado_USD,ARPDAU,ARPU,ARPPU
2023-01-07,2023,2023Q1,1,enero,5,sábado,Canal B,Proyecto Aurora,3422,48.0,424.88,,,,424.88,12.42,0.15,4720.89
2023-01-08,2023,2023Q1,1,enero,6,domingo,Canal A,Proyecto Aurora,1391,63.0,521.09,577.8399999999999,42.0,83.0,,,,
2023-01-08,2023,2023Q1,1,enero,6,domingo,Canal B,Proyecto Aurora,3360,35.0,608.46,,,,608.46,18.11,0.21,7605.75
2023-01-09,2023,2023Q1,1,enero,0,lunes,Canal A,Proyecto Aurora,1430,66.0,821.9399999999999,881.83,43.0,83.0,,,,
2023-01-09,2023,2023Q1,1,enero,0,lunes,Canal A,Proyecto Aurora,1430,71.0,821.9399999999999,881.83,43.0,83.0,,,,
2023-01-09,2023,2023Q1,1,enero,0,lunes,Canal B,Proyecto Aurora,3496,49.0,304.38,,,,304.38,8.71,0.11,2341.38
2023-01-10,2023,2023Q1,1,enero,1,martes,Canal A,Proyecto Aurora,1390,53.0,98.5,105.06,9.0,78.0,,,,
2023-01-10,2023,2023Q1,1,enero,1,martes,Canal A,Proyecto Aurora,1390,51.0,98.5,105.06,9.0,78.0,,,,
2023-01-10,2023,2023Q1,1,enero,1,martes,Canal B,Proyecto Aurora,3573,56.0,877.34,,,,877.34,24.55,0.3,7311.17
2023-01-11,2023,2023Q1,1,enero,2,miércoles,Canal A,Proyecto Aurora,1387,46.0,586.8100000000001,625.6999999999999,32.0,68.0,,,,
2023-01-11,2023,2023Q1,1,enero,2,miércoles,Canal A,Proyecto Aurora,1387,54.0,586.8100000000001,625.6999999999999,32.0,68.0,,,,
2023-01-11,2023,2023Q1,1,enero,2,miércoles,Canal B,Proyecto Aurora,3596,65.0,196.45,,,,196.45,5.46,0.07,3929.0
2023-01-12,2023,2023Q1,1,enero,3,jueves,Canal A,Proyecto Aurora,1439,61.0,2086.09,2228.63,80.0,77.0,,,,
2023-01-12,2023,2023Q1,1,enero,3,jueves,Canal B,Proyecto Aurora,3709,97.0,235.86,,,,235.86,6.36,0.08,1965.5
2023-01-13,2023,2023Q1,1,enero,4,viernes,Canal A,Proyecto Aurora,1523,112.0,2557.73,2744.34,130.0,94.0,,,,
2023-01-13,2023,2023Q1,1,enero,4,viernes,Canal B,Proyecto Aurora,4166,165.0,3132.85,,,,3132.85,75.2,1.08,6142.84
2023-01-14,2023,2023Q1,1,enero,5,sábado,Canal A,Proyecto Aurora,1499,99.0,1127.48,1235.85,81.0,95.0,,,,
2023-01-14,2023,2023Q1,1,enero,5,sábado,Canal B,Proyecto Aurora,4031,95.0,1367.21,,,,1367.21,33.92,0.47,3179.56
2023-01-15,2023,2023Q1,1,enero,6,domingo,Canal A,Proyecto Aurora,1490,78.0,1356.0300000000002,1489.96,100.0,107.0,,,,
2023-01-15,2023,2023Q1,1,enero,6,domingo,Canal B,Proyecto Aurora,4147,92.0,1412.42,,,,1412.42,34.06,0.48,4413.81
2023-01-16,2023,2023Q1,1,enero,0,lunes,Canal A,Proyecto Aurora,1542,75.0,1971.26,2137.03,99.0,86.0,,,,
2023-01-16,2023,2023Q1,1,enero,0,lunes,Canal B,Proyecto Aurora,4050,98.0,1086.18,,,,1086.18,26.82,0.37,2935.62
2023-01-17,2023,2023Q1,1,enero,1,martes,Canal A,Proyecto Aurora,1490,48.0,697.12,761.31,72.0,88.0,,,,
2023-01-17,2023,2023Q1,1,enero,1,martes,Canal B,Proyecto Aurora,3892,73.0,473.78,,,,473.78,12.17,0.16,2153.55
2023-01-18,2023,2023Q1,1,enero,2,miércoles,Canal A,Proyecto Aurora,1507,58.0,419.85,470.72,36.0,80.0,,,,
2023-01-18,2023,2023Q1,1,enero,2,miércoles,Canal B,Proyecto Aurora,3763,44.0,598.67,,,,598.67,15.91,0.2,2302.58
2023-01-19,2023,2023Q1,1,enero,3,jueves,Canal A,Proyecto Aurora,1490,41.0,1475.35,1537.05,127.0,72.0,,,,
2023-01-19,2023,2023Q1,1,enero,3,jueves,Canal B,Proyecto Aurora,3773,82.0,337.32,,,,337.32,8.94,0.11,2248.8
2023-01-20,2023,2023Q1,1,enero,4,viernes,Canal A,Proyecto Aurora,1507,57.0,1373.35,1447.33,129.0,90.0,,,,
2023-01-20,2023,2023Q1,1,enero,4,viernes,Canal B,Proyecto Aurora,3688,93.0,947.64,,,,947.64,25.7,0.32,1662.53
2023-01-21,2023,2023Q1,1,enero,5,sábado,Canal A,Proyecto Aurora,1491,82.0,1047.84,1124.49,70.0,92.0,,,,
2023-01-21,2023,2023Q1,1,enero,5,sábado,Canal B,Proyecto Aurora,3616,64.0,724.55,,,,724.55,20.04,0.25,2264.22
2023-01-22,2023,2023Q1,1,enero,6,domingo,Canal A,Proyecto Aurora,1544,56.0,624.3499999999999,647.97,58.0,104.0,,,,
2023-01-22,2023,2023Q1,1,enero,6,domingo,Canal B,Proyecto Aurora,3588,54.0,192.84,,,,192.84,5.37,0.07,1753.09
2023-01-23,2023,2023Q1,1,enero,0,lunes,Canal A,Proyecto Aurora,1520,66.0,1671.49,1682.74,46.0,96.0,,,,
2023-01-23,2023,2023Q1,1,enero,0,lunes,Canal B,Proyecto Aurora,3620,45.0,295.29,,,,295.29,8.16,0.1,1845.56
2023-01-24,2023,2023Q1,1,enero,1,martes,Canal A,Proyecto Aurora,1530,65.0,449.24,484.33,39.0,96.0,,,,
2023-01-24,2023,2023Q1,1,enero,1,martes,Canal B,Proyecto Aurora,3627,55.0,260.9,,,,260.9,7.19,0.09,1739.33
2023-01-25,2023,2023Q1,1,enero,2,miércoles,Canal A,Proyecto Aurora,1504,42.0,491.56,527.52,44.0,90.0,,,,
2023-01-25,2023,2023Q1,1,enero,2,miércoles,Canal B,Proyecto Aurora,3585,51.0,661.4,,,,661.4,18.45,0.22,6012.73
2023-01-26,2023,2023Q1,1,enero,3,jueves,Canal A,Proyecto Aurora,1538,55.0,846.52,891.45,80.0,95.0,,,,
2023-01-26,2023,2023Q1,1,enero,3,jueves,Canal B,Proyecto Aurora,3685,93.0,371.34,,,,371.34,10.08,0.13,1856.7
2023-01-27,2023,2023Q1,1,enero,4,viernes,Canal A,Proyecto Aurora,1503,57.0,741.37,775.0,87.0,74.0,,,,
2023-01-27,2023,2023Q1,1,enero,4,viernes,Canal B,Proyecto Aurora,3683,75.0,1323.0,,,,1323.0,35.92,0.45,1890.0
2023-01-28,2023,2023Q1,1,enero,5,sábado,Canal A,Proyecto Aurora,1546,82.0,1271.81,1324.62,84.0,74.0,,,,
2023-01-28,2023,2023Q1,1,enero,5,sábado,Canal B,Proyecto Aurora,3612,58.0,352.12,,,,352.12,9.75,0.12,1408.48
2023-01-29,2023,2023Q1,1,enero,6,domingo,Canal A,Proyecto Aurora,1512,63.0,592.45,630.9399999999999,48.0,83.0,,,,
2023-01-29,2023,2023Q1,1,enero,6,domingo,Canal B,Proyecto Aurora,3598,43.0,704.85,,,,704.85,19.59,0.24,4699.0
2023-01-30,2023,2023Q1,1,enero,0,lunes,Canal A,Proyecto Aurora,1485,50.0,316.39,336.06,41.0,72.0,,,,
2023-01-30,2023,2023Q1,1,enero,0,lunes,Canal B,Proyecto Aurora,3643,57.0,196.92,,,,196.92,5.41,0.07,2188.0
2023-01-31,2023,2023Q1,1,enero,1,martes,Canal A,Proyecto Aurora,1472,38.0,651.64,716.26,59.0,79.0,,,,
2023-01-31,2023,2023Q1,1,enero,1,martes,Canal B,Proyecto Aurora,3489,33.0,290.87,,,,290.87,8.34,0.1,1530.89
2023-02-01,2023,2023Q1,2,febrero,2,miércoles,Canal A,Proyecto Aurora,1476,0.0,593.3,655.44,47.0,73.0,,,,
2023-02-01,2023,2023Q1,2,febrero,2,miércoles,Canal B,Proyecto Aurora,3509,45.0,177.37,,,,177.37,5.05,0.06,1612.45
2023-02-02,2023,2023Q1,2,febrero,3,jueves,Canal A,Proyecto Aurora,1460,61.0,1081.89,1158.74,70.0,67.0,,,,
2023-02-02,2023,2023Q1,2,febrero,3,jueves,Canal B,Proyecto Aurora,3398,27.0,384.74,,,,384.74,11.32,0.13,2564.93
2023-02-03,2023,2023Q1,2,febrero,4,viernes,Canal A,Proyecto Aurora,1470,50.0,945.01,1009.08,57.0,72.0,,,,
2023-02-03,2023,2023Q1,2,febrero,4,viernes,Canal B,Proyecto Aurora,3436,31.0,659.76,,,,659.76,19.2,0.22,3472.42
2023-02-04,2023,2023Q1,2,febrero,5,sábado,Canal A,Proyecto Aurora,1458,0.0,484.53,517.39,38.0,75.0,,,,
2023-02-04,2023,2023Q1,2,febrero,5,sábado,Canal B,Proyecto Aurora,3426,45.0,328.83,,,,328.83,9.6,0.11,2529.46
2023-02-05,2023,2023Q1,2,febrero,6,domingo,Canal A,Proyecto Aurora,1497,50.0,327.27,346.99,32.0,83.0,,,,
2023-02-05,2023,2023Q1,2,febrero,6,domingo,Canal B,Proyecto Aurora,3415,54.0,233.43,,,,233.43,6.84,0.08,1795.62
2023-02-06,2023,2023Q1,2,febrero,0,lunes,Canal A,Proyecto Aurora,1445,59.0,1081.59,1119.54,46.0,71.0,,,,
2023-02-06,2023,2023Q1,2,febrero,0,lunes,Canal B,Proyecto Aurora,3541,44.0,305.33,,,,305.33,8.62,0.1,2035.53
2023-02-07,2023,2023Q1,2,febrero,1,martes,Canal A,Proyecto Aurora,1422,105.0,872.76,900.03,53.0,74.0,,,,
2023-02-07,2023,2023Q1,2,febrero,1,martes,Canal B,Proyecto Aurora,3452,60.0,271.39,,,,271.39,7.86,0.09,2087.62
2023-02-08,2023,2023Q1,2,febrero,2,miércoles,Canal A,Proyecto Aurora,1426,0.0,233.12,249.19,22.0,87.0,,,,
2023-02-08,2023,2023Q1,2,febrero,2,miércoles,Canal B,Proyecto Aurora,3428,45.0,433.33,,,,433.33,12.64,0.15,3095.21
2023-02-09,2023,2023Q1,2,febrero,3,jueves,Canal A,Proyecto Aurora,1424,44.0,520.88,540.03,41.0,83.0,,,,
2023-02-09,2023,2023Q1,2,febrero,3,jueves,Canal B,Proyecto Aurora,3424,39.0,191.9,,,,191.9,5.6,0.06,1919.0
2023-02-10,2023,2023Q1,2,febrero,4,viernes,Canal A,Proyecto Aurora,1490,29.0,3479.94,3650.89,281.0,91.0,,,,
2023-02-10,2023,2023Q1,2,febrero,4,viernes,Canal B,Proyecto Aurora,3473,85.0,2045.57,,,,2045.57,58.9,0.68,2727.43
2023-02-11,2023,2023Q1,2,febrero,5,sábado,Canal A,Proyecto Aurora,1543,49.0,1179.68,1242.31,73.0,118.0,,,,
2023-02-11,2023,2023Q1,2,febrero,5,sábado,Canal B,Proyecto Aurora,3969,108.0,906.77,,,,906.77,22.85,0.3,1971.24
2023-02-12,2023,2023Q1,2,febrero,6,domingo,Canal A,Proyecto Aurora,1502,0.0,524.66,579.45,51.0,124.0,,,,
2023-02-12,2023,2023Q1,2,febrero,6,domingo,Canal B,Proyecto Aurora,3702,67.0,733.32,,,,733.32,19.81,0.24,2156.82
2023-02-13,2023,2023Q1,2,febrero,0,lunes,Canal A,Proyecto Aurora,1535,53.0,1155.01,1189.38,83.0,112.0,,,,
2023-02-13,2023,2023Q1,2,febrero,0,lunes,Canal B,Proyecto Aurora,3650,46.0,434.44,,,,434.44,11.9,0.14,2286.53
2023-02-14,2023,2023Q1,2,febrero,1,martes,Canal A,Proyecto Aurora,1528,45.0,1058.22,1120.37,74.0,106.0,,,,
2023-02-14,2023,2023Q1,2,febrero,1,martes,Canal B,Proyecto Aurora,3608,49.0,738.87,,,,738.87,20.48,0.25,3694.35
2023-02-15,2023,2023Q1,2,febrero,2,miércoles,Canal A,Proyecto Aurora,1519,55.0,813.8499999999999,860.78,69.0,109.0,,,,
2023-02-15,2023,2023Q1,2,febrero,2,miércoles,Canal B,Proyecto Aurora,3755,85.0,362.87,,,,362.87,9.66,0.12,2015.94
2023-02-16,2023,2023Q1,2,febrero,3,jueves,Canal A,Proyecto Aurora,1540,62.0,1390.38,1435.08,79.0,113.0,,,,
2023-02-16,2023,2023Q1,2,febrero,3,jueves,Canal B,Proyecto Aurora,3588,74.0,664.34,,,,664.34,18.52,0.22,2076.06
2023-02-17,2023,2023Q1,2,febrero,4,viernes,Canal A,Proyecto Aurora,1521,61.0,2868.05,2933.9,153.0,99.0,,,,
2023-02-17,2023,2023Q1,2,febrero,4,viernes,Canal B,Proyecto Aurora,3680,95.0,1895.15,,,,1895.15,51.5,0.63,4737.88
2023-02-18,2023,2023Q1,2,febrero,5,sábado,Canal A,Proyecto Aurora,1505,85.0,2099.14,2128.88,136.0,96.0,,,,
2023-02-18,2023,2023Q1,2,febrero,5,sábado,Canal B,Proyecto Aurora,3796,98.0,933.31,,,,933.31,24.59,0.31,3888.79
2023-02-19,2023,2023Q1,2,febrero,6,domingo,Canal A,Proyecto Aurora,1515,70.0,1602.5600000000002,1629.49,104.0,99.0,,,,
2023-02-19,2023,2023Q1,2,febrero,6,domingo,Canal B,Proyecto Aurora,3717,78.0,700.86,,,,700.86,18.86,0.23,2260.84
2023-02-20,2023,2023Q1,2,febrero,0,lunes,Canal A,Proyecto Aurora,1499,94.0,1845.19,1869.05,113.0,99.0,,,,
2023-02-20,2023,2023Q1,2,febrero,0,lunes,Canal B,Proyecto Aurora,3568,55.0,375.4,,,,375.4,10.52,0.12,1877.0
2023-02-21,2023,2023Q1,2,febrero,1,martes,Canal A,Proyecto Aurora,1499,98.0,2594.38,2638.37,57.0,88.0,,,,
2023-02-21,2023,2023Q1,2,febrero,1,martes,Canal B,Proyecto Aurora,3819,87.0,962.94,,,,962.94,25.21,0.32,6419.6
2023-02-22,2023,2023Q1,2,febrero,2,miércoles,Canal A,Proyecto Aurora,1549,79.0,2422.33,2452.05,50.0,91.0,,,,
2023-02-22,2023,2023Q1,2,febrero,2,miércoles,Canal B,Proyecto Aurora,3657,57.0,391.88,,,,391.88,10.72,0.13,2449.25
2023-02-23,2023,2023Q1,2,febrero,3,jueves,Canal A,Proyecto Aurora,1477,79.0,2318.17,2416.07,84.0,78.0,,,,
2023-02-23,2023,2023Q1,2,febrero,3,jueves,Canal B,Proyecto Aurora,3419,54.0,652.38,,,,652.38,19.08,0.21,2718.25
2023-02-24,2023,2023Q1,2,febrero,4,viernes,Canal A,Proyecto Aurora,1512,75.0,3322.16,3419.24,116.0,80.0,,,,
2023-02-24,2023,2023Q1,2,febrero,4,viernes,Canal B,Proyecto Aurora,3496,53.0,1554.73,,,,1554.73,44.47,0.51,4442.09
2023-02-25,2023,2023Q1,2,febrero,5,sábado,Canal A,Proyecto Aurora,1456,97.0,1813.22,1920.35,99.0,74.0,,,,
2023-02-25,2023,2023Q1,2,febrero,5,sábado,Canal B,Proyecto Aurora,3465,80.0,1563.88,,,,1563.88,45.13,0.51,4468.23
2023-02-26,2023,2023Q1,2,febrero,6,domingo,Canal A,Proyecto Aurora,1494,79.0,869.01,948.15,70.0,74.0,,,,
2023-02-26,2023,2023Q1,2,febrero,6,domingo,Canal B,Proyecto Aurora,3483,56.0,1689.83,,,,1689.83,48.52,0.55,5451.06
2023-02-27,2023,2023Q1,2,febrero,0,lunes,Canal A,Proyecto Aurora,1414,53.0,912.35,942.71,69.0,80.0,,,,
2023-02-27,2023,2023Q1,2,febrero,0,lunes,Canal B,Proyecto Aurora,3523,48.0,962.36,,,,962.36,27.32,0.32,4009.83
2023-02-28,2023,2023Q1,2,febrero,1,martes,Canal A,Proyecto Aurora,1432,63.0,830.55,884.9499999999999,63.0,67.0,,,,
2023-02-28,2023,2023Q1,2,febrero,1,martes,Canal B,Proyecto Aurora,3371,46.0,580.13,,,,580.13,17.21,0.19,2636.95
2023-03-01,2023,2023Q1,3,marzo,2,miércoles,Canal A,Proyecto Aurora,1450,0.0,1186.6,1285.12,87.0,66.0,,,,
2023-03-01,2023,2023Q1,3,marzo,2,miércoles,Canal B,Proyecto Aurora,3284,41.0,639.14,,,,639.14,19.46,0.21,3363.89
2023-03-02,2023,2023Q1,3,marzo,3,jueves,Canal A,Proyecto Aurora,1438,42.0,722.3100000000001,772.78,70.0,65.0,,,,
2023-03-02,2023,2023Q1,3,marzo,3,jueves,Canal B,Proyecto Aurora,3277,39.0,533.33,,,,533.33,16.27,0.17,2962.94
2023-03-03,2023,2023Q1,3,marzo,4,viernes,Canal A,Proyecto Aurora,1437,55.0,614.98,665.03,81.0,76.0,,,,
2023-03-03,2023,2023Q1,3,marzo,4,viernes,Canal B,Proyecto Aurora,3297,29.0,599.91,,,,599.91,18.2,0.2,1764.44
2023-03-04,2023,2023Q1,3,marzo,5,sábado,Canal A,Proyecto Aurora,1393,0.0,345.47,371.54,48.0,81.0,,,,
2023-03-04,2023,2023Q1,3,marzo,5,sábado,Canal B,Proyecto Aurora,3249,50.0,119.91,,,,119.91,3.69,0.04,1090.09
2023-03-05,2023,2023Q1,3,marzo,6,domingo,Canal A,Proyecto Aurora,1426,60.0,411.56,438.18,39.0,84.0,,,,
2023-03-05,2023,2023Q1,3,marzo,6,domingo,Canal B,Proyecto Aurora,3337,41.0,229.83,,,,229.83,6.89,0.08,1532.2
2023-03-06,2023,2023Q1,3,marzo,0,lunes,Canal A,Proyecto Aurora,1419,84.0,264.79999999999995,279.19,29.0,69.0,,,,
2023-03-06,2023,2023Q1,3,marzo,0,lunes,Canal B,Proyecto Aurora,3222,38.0,242.33,,,,242.33,7.52,0.08,1514.56
2023-03-07,2023,2023Q1,3,marzo,1,martes,Canal A,Proyecto Aurora,1389,64.0,354.23,374.74,33.0,76.0,,,,
2023-03-07,2023,2023Q1,3,marzo,1,martes,Canal B,Proyecto Aurora,3210,32.0,96.42,,,,96.42,3.0,0.03,964.2
2023-03-08,2023,2023Q1,3,marzo,2,miércoles,Canal A,Proyecto Aurora,1388,0.0,185.71,201.82,26.0,69.0,,,,
2023-03-08,2023,2023Q1,3,marzo,2,miércoles,Canal B,Proyecto Aurora,3177,29.0,147.8,,,,147.8,4.65,0.05,1847.5
2023-03-09,2023,2023Q1,3,marzo,3,jueves,Canal A,Proyecto Aurora,1433,47.0,567.28,611.13,77.0,60.0,,,,
2023-03-09,2023,2023Q1,3,marzo,3,jueves,Canal B,Proyecto Aurora,3282,76.0,308.9,,,,308.9,9.41,0.1,1716.11
2023-03-10,2023,2023Q1,3,marzo,4,viernes,Canal A,Proyecto Aurora,1397,47.0,252.99,279.63,30.0,67.0,,,,
2023-03-10,2023,2023Q1,3,marzo,4,viernes,Canal B,Proyecto Aurora,3194,58.0,213.21,,,,213.21,6.68,0.07,1254.18
2023-03-11,2023,2023Q1,3,marzo,5,sábado,Canal A,Proyecto Aurora,1400,33.0,183.42,201.85,24.0,69.0,,,,
2023-03-11,2023,2023Q1,3,marzo,5,sábado,Canal B,Proyecto Aurora,3238,49.0,401.26,,,,401.26,12.39,0.13,2866.14
2023-03-12,2023,2023Q1,3,marzo,6,domingo,Canal A,Proyecto Aurora,1396,0.0,287.28000000000003,308.87,50.0,73.0,,,,
2023-03-12,2023,2023Q1,3,marzo,6,domingo,Canal B,Proyecto Aurora,3389,51.0,160.81,,,,160.81,4.75,0.05,1340.08
2023-03-13,2023,2023Q1,3,marzo,0,lunes,Canal A,Proyecto Aurora,1381,39.0,153.52,166.91,22.0,69.0,,,,
2023-03-13,2023,2023Q1,3,marzo,0,lunes,Canal B,Proyecto Aurora,3274,43.0,269.32,,,,269.32,8.23,0.09,1683.25
2023-03-14,2023,2023Q1,3,marzo,1,martes,Canal A,Proyecto Aurora,1354,36.0,297.15,313.42,33.0,69.0,,,,
2023-03-14,2023,2023Q1,3,marzo,1,martes,Canal B,Proyecto Aurora,3286,29.0,106.93,,,,106.93,3.25,0.03,891.08
2023-03-15,2023,2023Q1,3,marzo,2,miércoles,Canal A,Proyecto Aurora,1375,41.0,535.42,564.7,46.0,80.0,,,,
2023-03-15,2023,2023Q1,3,marzo,2,miércoles,Canal B,Proyecto Aurora,3222,43.0,191.39,,,,191.39,5.94,0.06,1739.91
2023-03-16,2023,2023Q1,3,marzo,3,jueves,Canal A,Proyecto Aurora,1366,63.0,1266.76,1348.41,51.0,58.0,,,,
2023-03-16,2023,2023Q1,3,marzo,3,jueves,Canal B,Proyecto Aurora,3181,62.0,233.28,,,,233.28,7.33,0.08,1666.29
2023-03-17,2023,2023Q1,3,marzo,4,viernes,Canal A,Proyecto Aurora,1420,41.0,1283.89,1349.23,88.0,94.0,,,,
2023-03-17,2023,2023Q1,3,marzo,4,viernes,Canal B,Proyecto Aurora,3442,112.0,2131.34,,,,2131.34,61.92,0.69,6089.54
2023-03-18,2023,2023Q1,3,marzo,5,sábado,Canal A,Proyecto Aurora,1381,73.0,1730.6,1844.04,104.0,63.0,,,,
2023-03-18,2023,2023Q1,3,marzo,5,sábado,Canal B,Proyecto Aurora,3348,107.0,1373.49,,,,1373.49,41.02,0.44,4736.17
2023-03-19,2023,2023Q1,3,marzo,6,domingo,Canal A,Proyecto Aurora,1395,87.0,1111.59,1161.9,59.0,86.0,,,,
2023-03-19,2023,2023Q1,3,marzo,6,domingo,Canal B,Proyecto Aurora,3355,101.0,1223.1,,,,1223.1,36.46,0.4,4704.23
2023-03-20,2023,2023Q1,3,marzo,0,lunes,Canal A,Proyecto Aurora,1388,65.0,879.77,936.9,68.0,72.0,,,,
2023-03-20,2023,2023Q1,3,marzo,0,lunes,Canal B,Proyecto Aurora,3319,103.0,612.26,,,,612.26,18.45,0.2,4081.73
2023-03-21,2023,2023Q1,3,marzo,1,martes,Canal A,Proyecto Aurora,1410,63.0,351.59,371.55,31.0,74.0,,,,
2023-03-21,2023,2023Q1,3,marzo,1,martes,Canal B,Proyecto Aurora,3112,59.0,598.72,,,,598.72,19.24,0.19,4276.57
2023-03-22,2023,2023Q1,3,marzo,2,miércoles,Canal A,Proyecto Aurora,1371,46.0,197.28,211.7,22.0,70.0,,,,
2023-03-22,2023,2023Q1,3,marzo,2,miércoles,Canal B,Proyecto Aurora,3252,84.0,538.16,,,,538.16,16.55,0.17,2690.8
2023-03-23,2023,2023Q1,3,marzo,3,jueves,Canal A,Proyecto Aurora,1376,24.0,522.38,586.5,61.0,71.0,,,,
2023-03-23,2023,2023Q1,3,marzo,3,jueves,Canal B,Proyecto Aurora,3212,73.0,724.22,,,,724.22,22.55,0.23,3621.1
2023-03-24,2023,2023Q1,3,marzo,4,viernes,Canal A,Proyecto Aurora,1367,45.0,316.44,338.93,46.0,70.0,,,,
2023-03-24,2023,2023Q1,3,marzo,4,viernes,Canal B,Proyecto Aurora,3215,57.0,195.28,,,,195.28,6.07,0.06,1220.5
2023-03-25,2023,2023Q1,3,marzo,5,sábado,Canal A,Proyecto Aurora,1316,39.0,299.30999999999995,319.36,37.0,80.0,,,,
2023-03-25,2023,2023Q1,3,marzo,5,sábado,Canal B,Proyecto Aurora,3047,45.0,124.33,,,,124.33,4.08,0.04,1036.08
2023-03-26,2023,2023Q1,3,marzo,6,domingo,Canal A,Proyecto Aurora,1341,34.0,236.37,249.17,23.0,79.0,,,,
2023-03-26,2023,2023Q1,3,marzo,6,domingo,Canal B,Proyecto Aurora,3181,63.0,332.43,,,,332.43,10.45,0.11,4749.0
2023-03-27,2023,2023Q1,3,marzo,0,lunes,Canal A,Proyecto Aurora,1345,24.0,237.76,252.49,22.0,67.0,,,,
2023-03-27,2023,2023Q1,3,marzo,0,lunes,Canal B,Proyecto Aurora,3140,64.0,158.91,,,,158.91,5.06,0.05,1986.38
2023-03-28,2023,2023Q1,3,marzo,1,martes,Canal A,Proyecto Aurora,1323,29.0,209.72,235.45,21.0,64.0,,,,
2023-03-28,2023,2023Q1,3,marzo,1,martes,Canal B,Proyecto Aurora,3089,52.0,131.92,,,,131.92,4.27,0.04,1465.78
2023-03-29,2023,2023Q1,3,marzo,2,miércoles,Canal A,Proyecto Aurora,1357,32.0,299.81,328.93,40.0,66.0,,,,
2023-03-29,2023,2023Q1,3,marzo,2,miércoles,Canal B,Proyecto Aurora,3099,44.0,161.35,,,,161.35,5.21,0.05,1466.82
2023-03-30,2023,2023Q1,3,marzo,3,jueves,Canal A,Proyecto Aurora,1356,42.0,1745.3,1797.9,62.0,77.0,,,,
2023-03-30,2023,2023Q1,3,marzo,3,jueves,Canal B,Proyecto Aurora,3156,71.0,39.47,,,,39.47,1.25,0.01,789.4
2023-03-31,2023,2023Q1,3,marzo,4,viernes,Canal A,Proyecto Aurora,1426,95.0,2094.81,2260.59,105.0,81.0,,,,
2023-03-31,2023,2023Q1,3,marzo,4,viernes,Canal B,Proyecto Aurora,3385,91.0,2275.2,,,,2275.2,67.21,0.73,5833.85
2023-04-01,2023,2023Q2,4,abril,5,sábado,Canal A,Proyecto Aurora,1415,80.0,1699.9,1827.94,133.0,64.0,,,,
2023-04-01,2023,2023Q2,4,abril,5,sábado,Canal B,Proyecto Aurora,3572,163.0,2389.03,,,,2389.03,66.88,0.76,4778.06
2023-04-02,2023,2023Q2,4,abril,6,domingo,Canal A,Proyecto Aurora,1396,69.0,1427.56,1518.66,104.0,81.0,,,,
2023-04-02,2023,2023Q2,4,abril,6,domingo,Canal A,Proyecto Aurora,1396,64.0,1427.56,1518.66,104.0,81.0,,,,
2023-04-02,2023,2023Q2,4,abril,6,domingo,Canal B,Proyecto Aurora,3557,112.0,1582.91,,,,1582.91,44.5,0.51,4655.62
2023-04-03,2023,2023Q2,4,abril,0,lunes,Canal A,Proyecto Aurora,1409,35.0,998.52,1051.39,76.0,63.0,,,,
2023-04-03,2023,2023Q2,4,abril,0,lunes,Canal A,Proyecto Aurora,1409,50.0,998.52,1051.39,76.0,63.0,,,,
2023-04-03,2023,2023Q2,4,abril,0,lunes,Canal B,Proyecto Aurora,3539,81.0,1407.0,,,,1407.0,39.76,0.45,3272.09
2023-04-04,2023,2023Q2,4,abril,1,martes,Canal A,Proyecto Aurora,1401,52.0,1350.39,1435.0,82.0,72.0,,,,
2023-04-04,2023,2023Q2,4,abril,1,martes,Canal B,Proyecto Aurora,3416,76.0,618.52,,,,618.52,18.11,0.2,1995.23
2023-04-05,2023,2023Q2,4,abril,2,miércoles,Canal A,Proyecto Aurora,1395,69.0,1282.86,1316.34,61.0,73.0,,,,
2023-04-05,2023,2023Q2,4,abril,2,miércoles,Canal A,Proyecto Aurora,1395,49.0,1282.86,1316.34,61.0,73.0,,,,
2023-04-05,2023,2023Q2,4,abril,2,miércoles,Canal B,Proyecto Aurora,3413,76.0,976.1,,,,976.1,28.6,0.31,3754.23
2023-04-06,2023,2023Q2,4,abril,3,jueves,Canal A,Proyecto Aurora,1469,70.0,1656.29,1782.02,177.0,79.0,,,,
2023-04-06,2023,2023Q2,4,abril,3,jueves,Canal A,Proyecto Aurora,1469,98.0,1656.29,1782.02,177.0,79.0,,,,
2023-04-06,2023,2023Q2,4,abril,3,jueves,Canal B,Proyecto Aurora,3493,184.0,664.81,,,,664.81,19.03,0.21,2292.45
2023-04-07,2023,2023Q2,4,abril,4,viernes,Canal A,Proyecto Aurora,1456,51.0,632.11,691.52,89.0,110.0,,,,
2023-04-07,2023,2023Q2,4,abril,4,viernes,Canal A,Proyecto Aurora,1456,54.0,632.11,691.52,89.0,110.0,,,,
2023-04-07,2023,2023Q2,4,abril,4,viernes,Canal B,Proyecto Aurora,3496,173.0,1016.99,,,,1016.99,29.09,0.32,1694.98
2023-04-08,2023,2023Q2,4,abril,5,sábado,Canal A,Proyecto Aurora,1431,46.0,1253.4399999999998,1286.25,62.0,97.0,,,,
